id	name	source	reference	confidence	roles
cpx01765	mscpx.1765	ModelSEED	null	1.0	ftr06502;triggering;0;1
cpx01766	mscpx.1766	ModelSEED	null	1.0	ftr07659;triggering;0;1
cpx01767	mscpx.1767	ModelSEED	null	1.0	ftr00386;triggering;0;1
cpx01768	mscpx.1768	ModelSEED	null	1.0	ftr04703;triggering;0;1
cpx01769	mscpx.1769	ModelSEED	null	1.0	ftr04722;triggering;0;1
cpx01770	mscpx.1770	ModelSEED	null	1.0	null
cpx01771	mscpx.1771	ModelSEED	null	1.0	ftr01472;triggering;0;1|ftr04737;triggering;0;1|ftr01471;triggering;0;1|ftr04738;triggering;0;1
cpx01772	mscpx.1772	ModelSEED	null	1.0	ftr04726;triggering;0;1
cpx01773	mscpx.1773	ModelSEED	null	1.0	ftr04719;triggering;0;1
cpx01774	mscpx.1774	ModelSEED	null	1.0	ftr10899;triggering;0;1
cpx01775	mscpx.1775	ModelSEED	null	1.0	ftr06875;triggering;0;1
cpx01776	mscpx.1776	ModelSEED	null	1.0	ftr01101;triggering;0;1
cpx01777	mscpx.1777	ModelSEED	null	1.0	ftr10826;triggering;0;1|ftr02118;triggering;0;1|ftr02120;triggering;0;1
cpx01778	mscpx.1778	ModelSEED	null	1.0	ftr02594;triggering;0;1|ftr10829;triggering;0;1|ftr03257;triggering;0;1
cpx01779	mscpx.1779	ModelSEED	null	1.0	ftr00745;triggering;0;1
cpx01780	mscpx.1780	ModelSEED	null	1.0	ftr01124;triggering;0;1
cpx01781	mscpx.1781	ModelSEED	null	1.0	ftr01118;triggering;0;1
cpx01782	mscpx.1782	ModelSEED	null	1.0	ftr02989;triggering;0;1
cpx01783	mscpx.1783	ModelSEED	null	1.0	ftr01632;triggering;0;1
cpx01784	mscpx.1784	ModelSEED	null	1.0	ftr09447;triggering;0;1
cpx01785	mscpx.1785	ModelSEED	null	1.0	ftr10021;triggering;0;1
cpx01786	mscpx.1786	ModelSEED	null	1.0	ftr10019;triggering;0;1
cpx01787	mscpx.1787	ModelSEED	null	1.0	ftr07475;triggering;0;1
cpx01788	mscpx.1788	ModelSEED	null	1.0	ftr10400;triggering;0;1
cpx01789	mscpx.1789	ModelSEED	null	1.0	null
cpx01790	mscpx.1790	ModelSEED	null	1.0	null
cpx01791	mscpx.1791	ModelSEED	null	1.0	ftr09452;triggering;0;1
cpx01792	mscpx.1792	ModelSEED	null	1.0	ftr02240;triggering;0;1|ftr02298;involved;0;1|ftr01233;involved;0;1|ftr02239;triggering;0;1
cpx01793	mscpx.1793	ModelSEED	null	1.0	ftr01533;triggering;0;1
cpx01794	mscpx.1794	ModelSEED	null	1.0	ftr06653;triggering;0;1
cpx01795	mscpx.1795	ModelSEED	null	1.0	ftr00224;triggering;0;1
cpx01796	mscpx.1796	ModelSEED	null	1.0	ftr01073;triggering;0;1
cpx01797	mscpx.1797	ModelSEED	null	1.0	ftr01013;triggering;0;1
cpx01798	mscpx.1798	ModelSEED	null	1.0	ftr11152;triggering;0;1
cpx01799	mscpx.1799	ModelSEED	null	1.0	ftr02413;triggering;0;1|ftr02412;triggering;0;1|ftr01616;triggering;0;1
cpx01800	mscpx.1800	ModelSEED	null	1.0	ftr07617;triggering;0;1
cpx01801	mscpx.1801	ModelSEED	null	1.0	ftr09162;triggering;0;1
cpx01802	mscpx.1802	ModelSEED	null	1.0	ftr09165;triggering;0;1
cpx01803	mscpx.1803	ModelSEED	null	1.0	ftr07616;triggering;0;1
cpx01804	mscpx.1804	ModelSEED	null	1.0	ftr05646;triggering;0;1
cpx01805	mscpx.1805	ModelSEED	null	1.0	ftr10832;triggering;0;1
cpx01806	mscpx.1806	ModelSEED	null	1.0	ftr01064;triggering;0;1
cpx01807	mscpx.1807	ModelSEED	null	1.0	ftr08430;triggering;0;1
cpx01808	mscpx.1808	ModelSEED	null	1.0	ftr10024;triggering;0;1
cpx01809	mscpx.1809	ModelSEED	null	1.0	ftr08446;triggering;0;1
cpx01810	mscpx.1810	ModelSEED	null	1.0	ftr05808;triggering;0;1
cpx01811	mscpx.1811	ModelSEED	null	1.0	null
cpx01812	mscpx.1812	ModelSEED	null	1.0	ftr00161;triggering;0;1
cpx01813	mscpx.1813	ModelSEED	null	1.0	ftr08746;triggering;0;1
cpx01814	mscpx.1814	ModelSEED	null	1.0	ftr01381;triggering;0;1
cpx01815	mscpx.1815	ModelSEED	null	1.0	ftr01380;triggering;0;1
cpx01816	mscpx.1816	ModelSEED	null	1.0	ftr04853;triggering;0;1
cpx01817	mscpx.1817	ModelSEED	null	1.0	ftr04852;triggering;0;1
cpx01818	mscpx.1818	ModelSEED	null	1.0	ftr08501;triggering;0;1
cpx01819	mscpx.1819	ModelSEED	null	1.0	ftr00659;triggering;0;1
cpx01820	mscpx.1820	ModelSEED	null	1.0	ftr02440;triggering;0;1
cpx01821	mscpx.1821	ModelSEED	null	1.0	null
cpx01822	mscpx.1822	ModelSEED	null	1.0	ftr02598;triggering;0;1
cpx01823	mscpx.1823	ModelSEED	null	1.0	ftr08143;triggering;0;1
cpx01824	mscpx.1824	ModelSEED	null	1.0	ftr08142;triggering;0;1
cpx01825	mscpx.1825	ModelSEED	null	1.0	null
cpx01826	mscpx.1826	ModelSEED	null	1.0	ftr00884;triggering;0;1
cpx01827	mscpx.1827	ModelSEED	null	1.0	ftr02199;triggering;0;1|ftr11254;triggering;0;1|ftr00678;triggering;0;1|ftr00677;triggering;0;1|ftr00682;triggering;0;1|ftr02165;triggering;0;1|ftr00681;triggering;0;1|ftr00679;triggering;0;1|ftr11255;triggering;0;1|ftr00680;triggering;0;1
cpx01828	mscpx.1828	ModelSEED	null	1.0	ftr03314;triggering;0;1
cpx01829	mscpx.1829	ModelSEED	null	1.0	ftr08208;triggering;0;1
cpx01830	mscpx.1830	ModelSEED	null	1.0	ftr04450;triggering;0;1
cpx01831	mscpx.1831	ModelSEED	null	1.0	ftr07646;triggering;0;1
cpx01832	mscpx.1832	ModelSEED	null	1.0	null
cpx01833	mscpx.1833	ModelSEED	null	1.0	ftr01232;triggering;0;1
cpx01834	mscpx.1834	ModelSEED	null	1.0	ftr05348;triggering;0;1
cpx01835	mscpx.1835	ModelSEED	null	1.0	ftr05342;triggering;0;1
cpx01836	mscpx.1836	ModelSEED	null	1.0	ftr04866;triggering;0;1
cpx01837	mscpx.1837	ModelSEED	null	1.0	ftr01664;triggering;0;1
cpx01838	mscpx.1838	ModelSEED	null	1.0	ftr09170;triggering;0;1
cpx01839	mscpx.1839	ModelSEED	null	1.0	null
cpx01840	mscpx.1840	ModelSEED	null	1.0	ftr07528;triggering;0;1
cpx01841	mscpx.1841	ModelSEED	null	1.0	ftr07522;triggering;0;1
cpx01842	mscpx.1842	ModelSEED	null	1.0	ftr07519;triggering;0;1
cpx01843	mscpx.1843	ModelSEED	null	1.0	null
cpx01844	mscpx.1844	ModelSEED	null	1.0	ftr07533;triggering;0;1
cpx01845	mscpx.1845	ModelSEED	null	1.0	ftr07532;triggering;0;1
cpx01846	mscpx.1846	ModelSEED	null	1.0	ftr01182;triggering;0;1
cpx01847	mscpx.1847	ModelSEED	null	1.0	ftr07524;triggering;0;1
cpx01848	mscpx.1848	ModelSEED	null	1.0	ftr07523;triggering;0;1
cpx01849	mscpx.1849	ModelSEED	null	1.0	null
cpx01850	mscpx.1850	ModelSEED	null	1.0	null
cpx01851	mscpx.1851	ModelSEED	null	1.0	ftr02410;triggering;0;1
cpx01852	mscpx.1852	ModelSEED	null	1.0	null
cpx01853	mscpx.1853	ModelSEED	null	1.0	ftr02408;triggering;0;1
cpx01854	mscpx.1854	ModelSEED	null	1.0	ftr07536;triggering;0;1
cpx01855	mscpx.1855	ModelSEED	null	1.0	ftr07535;triggering;0;1
cpx01856	mscpx.1856	ModelSEED	null	1.0	ftr07525;triggering;0;1
cpx01857	mscpx.1857	ModelSEED	null	1.0	ftr07542;triggering;0;1
cpx01858	mscpx.1858	ModelSEED	null	1.0	ftr07541;triggering;0;1
cpx01859	mscpx.1859	ModelSEED	null	1.0	ftr01185;triggering;0;1
cpx01860	mscpx.1860	ModelSEED	null	1.0	null
cpx01861	mscpx.1861	ModelSEED	null	1.0	ftr07534;triggering;0;1
cpx01862	mscpx.1862	ModelSEED	null	1.0	ftr01183;triggering;0;1
cpx01863	mscpx.1863	ModelSEED	null	1.0	null
cpx01864	mscpx.1864	ModelSEED	null	1.0	ftr01184;triggering;0;1
cpx01865	mscpx.1865	ModelSEED	null	1.0	ftr02409;triggering;0;1
cpx01866	mscpx.1866	ModelSEED	null	1.0	null
cpx01867	mscpx.1867	ModelSEED	null	1.0	null
cpx01868	mscpx.1868	ModelSEED	null	1.0	ftr04950;triggering;0;1
cpx01869	mscpx.1869	ModelSEED	null	1.0	ftr05209;triggering;0;1
cpx01870	mscpx.1870	ModelSEED	null	1.0	ftr06881;triggering;0;1
cpx01871	mscpx.1871	ModelSEED	null	1.0	ftr10862;triggering;0;1
cpx01872	mscpx.1872	ModelSEED	null	1.0	null
cpx01873	mscpx.1873	ModelSEED	null	1.0	ftr02764;triggering;0;1
cpx01874	mscpx.1874	ModelSEED	null	1.0	ftr10487;triggering;0;1
cpx01875	mscpx.1875	ModelSEED	null	1.0	ftr10958;triggering;0;1
cpx01876	mscpx.1876	ModelSEED	null	1.0	ftr03200;triggering;0;1
cpx01877	mscpx.1877	ModelSEED	null	1.0	null
cpx01878	mscpx.1878	ModelSEED	null	1.0	null
cpx01879	mscpx.1879	ModelSEED	null	1.0	ftr04885;triggering;0;1
cpx01880	mscpx.1880	ModelSEED	null	1.0	ftr00889;triggering;0;1|ftr00887;triggering;0;1|ftr00888;triggering;0;1|ftr00886;triggering;0;1
cpx01881	mscpx.1881	ModelSEED	null	1.0	ftr05190;triggering;0;1
cpx01882	mscpx.1882	ModelSEED	null	1.0	null
cpx01883	mscpx.1883	ModelSEED	null	1.0	ftr09494;triggering;0;1
cpx01884	mscpx.1884	ModelSEED	null	1.0	ftr08487;triggering;0;1
cpx01885	mscpx.1885	ModelSEED	null	1.0	ftr09493;triggering;0;1
cpx01886	mscpx.1886	ModelSEED	null	1.0	ftr04442;triggering;0;1
cpx01887	mscpx.1887	ModelSEED	null	1.0	ftr01062;triggering;0;1
cpx01888	mscpx.1888	ModelSEED	null	1.0	ftr02915;triggering;0;1
cpx01889	mscpx.1889	ModelSEED	null	1.0	ftr03259;triggering;0;1
cpx01890	mscpx.1890	ModelSEED	null	1.0	ftr02422;triggering;0;1
cpx01891	mscpx.1891	ModelSEED	null	1.0	ftr05048;triggering;0;1
cpx01892	mscpx.1892	ModelSEED	null	1.0	ftr10817;triggering;0;1
cpx01893	mscpx.1893	ModelSEED	null	1.0	ftr01111;triggering;0;1|ftr01112;triggering;0;1|ftr01113;triggering;0;1
cpx01894	mscpx.1894	ModelSEED	null	1.0	ftr01117;triggering;0;1|ftr01114;triggering;0;1|ftr01116;triggering;0;1|ftr01115;triggering;0;1
cpx01895	mscpx.1895	ModelSEED	null	1.0	ftr02255;triggering;0;1
cpx01896	mscpx.1896	ModelSEED	null	1.0	ftr02967;triggering;0;1
cpx01897	mscpx.1897	ModelSEED	null	1.0	ftr07900;triggering;0;1
cpx01898	mscpx.1898	ModelSEED	null	1.0	ftr05035;triggering;0;1
cpx01899	mscpx.1899	ModelSEED	null	1.0	ftr05036;triggering;0;1
cpx01900	mscpx.1900	ModelSEED	null	1.0	ftr11256;triggering;0;1
cpx01901	mscpx.1901	ModelSEED	null	1.0	ftr03131;triggering;0;1|ftr04190;triggering;0;1|ftr04189;triggering;0;1
cpx01902	mscpx.1902	ModelSEED	null	1.0	ftr04246;triggering;0;1|ftr04248;triggering;0;1|ftr04247;triggering;0;1
cpx01903	mscpx.1903	ModelSEED	null	1.0	ftr03147;triggering;0;1|ftr03148;triggering;0;1
cpx30004	cpx30004	KEGG	null	0.0	ftr30004;triggering;0;1
cpx30005	cpx30005	KEGG	null	0.0	ftr30005;triggering;0;1
cpx30006	cpx30006	KEGG	null	0.0	ftr30006;triggering;0;1
cpx30007	cpx30007	KEGG	null	0.0	ftr30007;triggering;0;1
cpx30009	cpx30009	KEGG	null	0.0	ftr30009;triggering;0;1
cpx30010	cpx30010	KEGG	null	0.0	ftr30010;triggering;0;1
cpx30011	cpx30011	KEGG	null	0.0	ftr30011;triggering;0;1
cpx30012	cpx30012	KEGG	null	0.0	ftr30012;triggering;0;1
cpx30013	cpx30013	KEGG	null	0.0	ftr30013;triggering;0;1
cpx30016	cpx30016	KEGG	null	0.0	ftr30016;triggering;0;1
cpx30017	cpx30017	KEGG	null	0.0	ftr30017;triggering;0;1
cpx30018	cpx30018	KEGG	null	0.0	ftr30018;triggering;0;1
cpx30019	cpx30019	KEGG	null	0.0	ftr30019;triggering;0;1
cpx30020	cpx30020	KEGG	null	0.0	ftr30020;triggering;0;1
cpx30021	cpx30021	KEGG	null	0.0	ftr30021;triggering;0;1
cpx30022	cpx30022	KEGG	null	0.0	ftr30022;triggering;0;1
cpx30023	cpx30023	KEGG	null	0.0	ftr30023;triggering;0;1
cpx30024	cpx30024	KEGG	null	0.0	ftr30024;triggering;0;1
cpx30025	cpx30025	KEGG	null	0.0	ftr30025;triggering;0;1
cpx30026	cpx30026	KEGG	null	0.0	ftr30026;triggering;0;1
cpx30027	cpx30027	KEGG	null	0.0	ftr30027;triggering;0;1
cpx30028	cpx30028	KEGG	null	0.0	ftr30028;triggering;0;1
cpx30029	cpx30029	KEGG	null	0.0	ftr30029;triggering;0;1
cpx30030	cpx30030	KEGG	null	0.0	ftr30030;triggering;0;1
cpx30031	cpx30031	KEGG	null	0.0	ftr30031;triggering;0;1
cpx30032	cpx30032	KEGG	null	0.0	ftr30032;triggering;0;1
cpx30033	cpx30033	KEGG	null	0.0	ftr30033;triggering;0;1
cpx30034	cpx30034	KEGG	null	0.0	ftr30034;triggering;0;1
cpx30035	cpx30035	KEGG	null	0.0	ftr30035;triggering;0;1
cpx30036	cpx30036	KEGG	null	0.0	ftr30036;triggering;0;1
cpx30037	cpx30037	KEGG	null	0.0	ftr30037;triggering;0;1
cpx30039	cpx30039	KEGG	null	0.0	ftr30039;triggering;0;1
cpx30042	cpx30042	KEGG	null	0.0	ftr30042;triggering;0;1
cpx30043	cpx30043	KEGG	null	0.0	ftr30043;triggering;0;1
cpx30044	cpx30044	KEGG	null	0.0	ftr30044;triggering;0;1
cpx30045	cpx30045	KEGG	null	0.0	ftr30045;triggering;0;1
cpx30046	cpx30046	KEGG	null	0.0	ftr30046;triggering;0;1
cpx30049	cpx30049	KEGG	null	0.0	ftr30049;triggering;0;1
cpx30050	cpx30050	KEGG	null	0.0	ftr30050;triggering;0;1
cpx30051	cpx30051	KEGG	null	0.0	ftr30051;triggering;0;1
cpx30052	cpx30052	KEGG	null	0.0	ftr30052;triggering;0;1
cpx30053	cpx30053	KEGG	null	0.0	ftr30053;triggering;0;1
cpx30054	cpx30054	KEGG	null	0.0	ftr30054;triggering;0;1
cpx30055	cpx30055	KEGG	null	0.0	ftr30055;triggering;0;1
cpx30056	cpx30056	KEGG	null	0.0	ftr30056;triggering;0;1
cpx30057	cpx30057	KEGG	null	0.0	ftr30057;triggering;0;1
cpx30058	cpx30058	KEGG	null	0.0	ftr30058;triggering;0;1
cpx30059	cpx30059	KEGG	null	0.0	ftr30059;triggering;0;1
cpx30060	cpx30060	KEGG	null	0.0	ftr30060;triggering;0;1
cpx30061	cpx30061	KEGG	null	0.0	ftr30061;triggering;0;1
cpx30062	cpx30062	KEGG	null	0.0	ftr30062;triggering;0;1
cpx30066	cpx30066	KEGG	null	0.0	ftr30066;triggering;0;1
cpx30069	cpx30069	KEGG	null	0.0	ftr30069;triggering;0;1
cpx30070	cpx30070	KEGG	null	0.0	ftr30070;triggering;0;1
cpx30071	cpx30071	KEGG	null	0.0	ftr30071;triggering;0;1
cpx30072	cpx30072	KEGG	null	0.0	ftr30072;triggering;0;1
cpx30073	cpx30073	KEGG	null	0.0	ftr30073;triggering;0;1
cpx30074	cpx30074	KEGG	null	0.0	ftr30074;triggering;0;1
cpx30075	cpx30075	KEGG	null	0.0	ftr30075;triggering;0;1
cpx30076	cpx30076	KEGG	null	0.0	ftr30076;triggering;0;1
cpx30077	cpx30077	KEGG	null	0.0	ftr30077;triggering;0;1
cpx30078	cpx30078	KEGG	null	0.0	ftr30078;triggering;0;1
cpx30079	cpx30079	KEGG	null	0.0	ftr30079;triggering;0;1
cpx30082	cpx30082	KEGG	null	0.0	ftr30082;triggering;0;1
cpx30084	cpx30084	KEGG	null	0.0	ftr30084;triggering;0;1
cpx30085	cpx30085	KEGG	null	0.0	ftr30085;triggering;0;1
cpx30086	cpx30086	KEGG	null	0.0	ftr30086;triggering;0;1
cpx30088	cpx30088	KEGG	null	0.0	ftr30088;triggering;0;1
cpx30089	cpx30089	KEGG	null	0.0	ftr30089;triggering;0;1
cpx30090	cpx30090	KEGG	null	0.0	ftr30090;triggering;0;1
cpx30091	cpx30091	KEGG	null	0.0	ftr30091;triggering;0;1
cpx30094	cpx30094	KEGG	null	0.0	ftr30094;triggering;0;1
cpx30096	cpx30096	KEGG	null	0.0	ftr30096;triggering;0;1
cpx30097	cpx30097	KEGG	null	0.0	ftr30097;triggering;0;1
cpx30098	cpx30098	KEGG	null	0.0	ftr30098;triggering;0;1
cpx30099	cpx30099	KEGG	null	0.0	ftr30099;triggering;0;1
cpx30100	cpx30100	KEGG	null	0.0	ftr30100;triggering;0;1
cpx30101	cpx30101	KEGG	null	0.0	ftr30101;triggering;0;1
cpx30102	cpx30102	KEGG	null	0.0	ftr30102;triggering;0;1
cpx30103	cpx30103	KEGG	null	0.0	ftr30103;triggering;0;1
cpx30104	cpx30104	KEGG	null	0.0	ftr30104;triggering;0;1
cpx30105	cpx30105	KEGG	null	0.0	ftr30105;triggering;0;1
cpx30106	cpx30106	KEGG	null	0.0	ftr30106;triggering;0;1
cpx30108	cpx30108	KEGG	null	0.0	ftr30108;triggering;0;1
cpx30109	cpx30109	KEGG	null	0.0	ftr30109;triggering;0;1
cpx30110	cpx30110	KEGG	null	0.0	ftr30110;triggering;0;1
cpx30111	cpx30111	KEGG	null	0.0	ftr30111;triggering;0;1
cpx30112	cpx30112	KEGG	null	0.0	ftr30112;triggering;0;1
cpx30113	cpx30113	KEGG	null	0.0	ftr30113;triggering;0;1
cpx30114	cpx30114	KEGG	null	0.0	ftr30114;triggering;0;1
cpx30115	cpx30115	KEGG	null	0.0	ftr30115;triggering;0;1
cpx30116	cpx30116	KEGG	null	0.0	ftr30116;triggering;0;1
cpx30117	cpx30117	KEGG	null	0.0	ftr30117;triggering;0;1
cpx30119	cpx30119	KEGG	null	0.0	ftr30119;triggering;0;1
cpx30122	cpx30122	KEGG	null	0.0	ftr30122;triggering;0;1
cpx30123	cpx30123	KEGG	null	0.0	ftr30123;triggering;0;1
cpx30124	cpx30124	KEGG	null	0.0	ftr30124;triggering;0;1
cpx30125	cpx30125	KEGG	null	0.0	ftr30125;triggering;0;1
cpx30126	cpx30126	KEGG	null	0.0	ftr30126;triggering;0;1
cpx30127	cpx30127	KEGG	null	0.0	ftr30127;triggering;0;1
cpx30128	cpx30128	KEGG	null	0.0	ftr30128;triggering;0;1
cpx30129	cpx30129	KEGG	null	0.0	ftr30129;triggering;0;1
cpx30130	cpx30130	KEGG	null	0.0	ftr30130;triggering;0;1
cpx30131	cpx30131	KEGG	null	0.0	ftr30131;triggering;0;1
cpx30132	cpx30132	KEGG	null	0.0	ftr30132;triggering;0;1
cpx30133	cpx30133	KEGG	null	0.0	ftr30133;triggering;0;1
cpx30134	cpx30134	KEGG	null	0.0	ftr30134;triggering;0;1
cpx30135	cpx30135	KEGG	null	0.0	ftr30135;triggering;0;1
cpx30136	cpx30136	KEGG	null	0.0	ftr30136;triggering;0;1
cpx30138	cpx30138	KEGG	null	0.0	ftr30138;triggering;0;1
cpx30139	cpx30139	KEGG	null	0.0	ftr30139;triggering;0;1
cpx30140	cpx30140	KEGG	null	0.0	ftr30140;triggering;0;1
cpx30141	cpx30141	KEGG	null	0.0	ftr30141;triggering;0;1
cpx30142	cpx30142	KEGG	null	0.0	ftr30142;triggering;0;1
cpx30143	cpx30143	KEGG	null	0.0	ftr30143;triggering;0;1
cpx30144	cpx30144	KEGG	null	0.0	ftr30144;triggering;0;1
cpx30145	cpx30145	KEGG	null	0.0	ftr30145;triggering;0;1
cpx30146	cpx30146	KEGG	null	0.0	ftr30146;triggering;0;1
cpx30147	cpx30147	KEGG	null	0.0	ftr30147;triggering;0;1
cpx30149	cpx30149	KEGG	null	0.0	ftr30149;triggering;0;1
cpx30150	cpx30150	KEGG	null	0.0	ftr30150;triggering;0;1
cpx30151	cpx30151	KEGG	null	0.0	ftr30151;triggering;0;1
cpx30152	cpx30152	KEGG	null	0.0	ftr30152;triggering;0;1
cpx30153	cpx30153	KEGG	null	0.0	ftr30153;triggering;0;1
cpx30154	cpx30154	KEGG	null	0.0	ftr30154;triggering;0;1
cpx30155	cpx30155	KEGG	null	0.0	ftr30155;triggering;0;1
cpx30156	cpx30156	KEGG	null	0.0	ftr30156;triggering;0;1
cpx30157	cpx30157	KEGG	null	0.0	ftr30157;triggering;0;1
cpx30158	cpx30158	KEGG	null	0.0	ftr30158;triggering;0;1
cpx30159	cpx30159	KEGG	null	0.0	ftr30159;triggering;0;1
cpx30160	cpx30160	KEGG	null	0.0	ftr30160;triggering;0;1
cpx30161	cpx30161	KEGG	null	0.0	ftr30161;triggering;0;1
cpx30163	cpx30163	KEGG	null	0.0	ftr30163;triggering;0;1
cpx30164	cpx30164	KEGG	null	0.0	ftr30164;triggering;0;1
cpx30165	cpx30165	KEGG	null	0.0	ftr30165;triggering;0;1
cpx30166	cpx30166	KEGG	null	0.0	ftr30166;triggering;0;1
cpx30167	cpx30167	KEGG	null	0.0	ftr30167;triggering;0;1
cpx30168	cpx30168	KEGG	null	0.0	ftr30168;triggering;0;1
cpx30171	cpx30171	KEGG	null	0.0	ftr30171;triggering;0;1
cpx30173	cpx30173	KEGG	null	0.0	ftr30173;triggering;0;1
cpx30175	cpx30175	KEGG	null	0.0	ftr30175;triggering;0;1
cpx30176	cpx30176	KEGG	null	0.0	ftr30176;triggering;0;1
cpx30177	cpx30177	KEGG	null	0.0	ftr30177;triggering;0;1
cpx30178	cpx30178	KEGG	null	0.0	ftr30178;triggering;0;1
cpx30179	cpx30179	KEGG	null	0.0	ftr30179;triggering;0;1
cpx30180	cpx30180	KEGG	null	0.0	ftr30180;triggering;0;1
cpx30182	cpx30182	KEGG	null	0.0	ftr30182;triggering;0;1
cpx30183	cpx30183	KEGG	null	0.0	ftr30183;triggering;0;1
cpx30185	cpx30185	KEGG	null	0.0	ftr30185;triggering;0;1
cpx30187	cpx30187	KEGG	null	0.0	ftr30187;triggering;0;1
cpx30188	cpx30188	KEGG	null	0.0	ftr30188;triggering;0;1
cpx30190	cpx30190	KEGG	null	0.0	ftr30190;triggering;0;1
cpx30191	cpx30191	KEGG	null	0.0	ftr30191;triggering;0;1
cpx30193	cpx30193	KEGG	null	0.0	ftr30193;triggering;0;1
cpx30195	cpx30195	KEGG	null	0.0	ftr30195;triggering;0;1
cpx30196	cpx30196	KEGG	null	0.0	ftr30196;triggering;0;1
cpx30197	cpx30197	KEGG	null	0.0	ftr30197;triggering;0;1
cpx30198	cpx30198	KEGG	null	0.0	ftr30198;triggering;0;1
cpx30199	cpx30199	KEGG	null	0.0	ftr30199;triggering;0;1
cpx30200	cpx30200	KEGG	null	0.0	ftr30200;triggering;0;1
cpx30201	cpx30201	KEGG	null	0.0	ftr30201;triggering;0;1
cpx30202	cpx30202	KEGG	null	0.0	ftr30202;triggering;0;1
cpx30204	cpx30204	KEGG	null	0.0	ftr30204;triggering;0;1
cpx30205	cpx30205	KEGG	null	0.0	ftr30205;triggering;0;1
cpx30207	cpx30207	KEGG	null	0.0	ftr30207;triggering;0;1
cpx30208	cpx30208	KEGG	null	0.0	ftr30208;triggering;0;1
cpx30209	cpx30209	KEGG	null	0.0	ftr30209;triggering;0;1
cpx30210	cpx30210	KEGG	null	0.0	ftr30210;triggering;0;1
cpx30211	cpx30211	KEGG	null	0.0	ftr30211;triggering;0;1
cpx30212	cpx30212	KEGG	null	0.0	ftr30212;triggering;0;1
cpx30213	cpx30213	KEGG	null	0.0	ftr30213;triggering;0;1
cpx30214	cpx30214	KEGG	null	0.0	ftr30214;triggering;0;1
cpx30216	cpx30216	KEGG	null	0.0	ftr30216;triggering;0;1
cpx30217	cpx30217	KEGG	null	0.0	ftr30217;triggering;0;1
cpx30219	cpx30219	KEGG	null	0.0	ftr30219;triggering;0;1
cpx30220	cpx30220	KEGG	null	0.0	ftr30220;triggering;0;1
cpx30221	cpx30221	KEGG	null	0.0	ftr30221;triggering;0;1
cpx30222	cpx30222	KEGG	null	0.0	ftr30222;triggering;0;1
cpx30223	cpx30223	KEGG	null	0.0	ftr30223;triggering;0;1
cpx30224	cpx30224	KEGG	null	0.0	ftr30224;triggering;0;1
cpx30227	cpx30227	KEGG	null	0.0	ftr30227;triggering;0;1
cpx30228	cpx30228	KEGG	null	0.0	ftr30228;triggering;0;1
cpx30229	cpx30229	KEGG	null	0.0	ftr30229;triggering;0;1
cpx30230	cpx30230	KEGG	null	0.0	ftr30230;triggering;0;1
cpx30231	cpx30231	KEGG	null	0.0	ftr30231;triggering;0;1
cpx30232	cpx30232	KEGG	null	0.0	ftr30232;triggering;0;1
cpx30233	cpx30233	KEGG	null	0.0	ftr30233;triggering;0;1
cpx30234	cpx30234	KEGG	null	0.0	ftr30234;triggering;0;1
cpx30235	cpx30235	KEGG	null	0.0	ftr30235;triggering;0;1
cpx30236	cpx30236	KEGG	null	0.0	ftr30236;triggering;0;1
cpx30238	cpx30238	KEGG	null	0.0	ftr30238;triggering;0;1
cpx30239	cpx30239	KEGG	null	0.0	ftr30239;triggering;0;1
cpx30240	cpx30240	KEGG	null	0.0	ftr30240;triggering;0;1
cpx30241	cpx30241	KEGG	null	0.0	ftr30241;triggering;0;1
cpx30242	cpx30242	KEGG	null	0.0	ftr30242;triggering;0;1
cpx30243	cpx30243	KEGG	null	0.0	ftr30243;triggering;0;1
cpx30244	cpx30244	KEGG	null	0.0	ftr30244;triggering;0;1
cpx30245	cpx30245	KEGG	null	0.0	ftr30245;triggering;0;1
cpx30246	cpx30246	KEGG	null	0.0	ftr30246;triggering;0;1
cpx30247	cpx30247	KEGG	null	0.0	ftr30247;triggering;0;1
cpx30248	cpx30248	KEGG	null	0.0	ftr30248;triggering;0;1
cpx30249	cpx30249	KEGG	null	0.0	ftr30249;triggering;0;1
cpx30250	cpx30250	KEGG	null	0.0	ftr30250;triggering;0;1
cpx30251	cpx30251	KEGG	null	0.0	ftr30251;triggering;0;1
cpx30252	cpx30252	KEGG	null	0.0	ftr30252;triggering;0;1
cpx30253	cpx30253	KEGG	null	0.0	ftr30253;triggering;0;1
cpx30254	cpx30254	KEGG	null	0.0	ftr30254;triggering;0;1
cpx30255	cpx30255	KEGG	null	0.0	ftr30255;triggering;0;1
cpx30257	cpx30257	KEGG	null	0.0	ftr30257;triggering;0;1
cpx30260	cpx30260	KEGG	null	0.0	ftr30260;triggering;0;1
cpx30261	cpx30261	KEGG	null	0.0	ftr30261;triggering;0;1
cpx30263	cpx30263	KEGG	null	0.0	ftr30263;triggering;0;1
cpx30264	cpx30264	KEGG	null	0.0	ftr30264;triggering;0;1
cpx30266	cpx30266	KEGG	null	0.0	ftr30266;triggering;0;1
cpx30267	cpx30267	KEGG	null	0.0	ftr30267;triggering;0;1
cpx30272	cpx30272	KEGG	null	0.0	ftr30272;triggering;0;1
cpx30274	cpx30274	KEGG	null	0.0	ftr30274;triggering;0;1
